fid,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
97,22696362,Falco tinnunculus,1,1,3,"Svensson et al., 2009; Porter & Aspinall, 2010; Kirwan et al., 2008; Grimmett et al., 2008; Grimmett et al., 2011; Rasmussen & Anderton, 2005; Brazil, 2009; Robson, 2002; Sinclair and Ryan, 2010; Fergusson-Lees & Christie, 2001","Rob Martin, Sam Cartwright (BirdLife International); Lucy Haskell (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,1022.920651,594.3063467
98,22696362,Falco tinnunculus,1,1,1,"Svensson et al., 2009; Porter & Aspinall, 2010; Kirwan et al., 2008; Grimmett et al., 2008; Grimmett et al., 2011; Rasmussen & Anderton, 2005; Brazil, 2009; Robson, 2002; Sinclair and Ryan, 2010; Fergusson-Lees & Christie, 2001","Rob Martin, Sam Cartwright (BirdLife International); Lucy Haskell (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,2245.183067,2839.82641
99,22696362,Falco tinnunculus,1,1,2,"Svensson et al., 2009; Porter & Aspinall, 2010; Kirwan et al., 2008; Grimmett et al., 2008; Grimmett et al., 2011; Rasmussen & Anderton, 2005; Brazil, 2009; Robson, 2002; Sinclair and Ryan, 2010; Fergusson-Lees & Christie, 2001",Sam Cartwright (BirdLife International),2021,0, , , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,1468.410012,2631.747641
100,22721812,Geothlypis formosa,1,1,3,"Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,395.3554662,95.91117322
101,22721812,Geothlypis formosa,1,1,2,"Poole and Gill, 1992-2002","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,177.3845191,197.8124316
102,22721812,Geothlypis formosa,1,1,4,"Sibley, 2000","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,254.2715118,60.30837578
103,22721824,Geothlypis philadelphia,1,1,2,"Poole and Gill, 1992-2002","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,761.8861016,340.1312288
104,22721824,Geothlypis philadelphia,1,1,4,"Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,391.3150034,365.1048917
105,22721824,Geothlypis philadelphia,1,1,3,"Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,129.2692674,68.45028832
106,22721830,Geothlypis tolmiei,1,1,2,"Poole and Gill, 1992; del Hoyo et al, 2010; Alderfer, 2014","NatureServe, 2002; Anna Motis (HBW), Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,676.6661077,317.0505438
107,22721830,Geothlypis tolmiei,1,1,3,"Zook, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,116.1791251,78.98212479
108,22721830,Geothlypis tolmiei,1,1,4,"Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Alderfer, 2014","NatureServe, 2002; Anna Motis (HBW), Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,272.992229,224.6245698
109,22721836,Geothlypis trichas,1,1,2,"Poole and Gill, 1992-2002","NatureServe, 2002; Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,1045.529262,1365.547102
110,22721836,Geothlypis trichas,1,1,1,"Poole and Gill, 1992-2002; Howell and Webb, 1995","NatureServe, 2002; Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,323.752182,114.6908676
111,22721836,Geothlypis trichas,1,1,3,"Raffaele et al., 1998","NatureServe, 2002; Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,507.609575,183.9526638
112,22721836,Geothlypis trichas,1,1,4,"Sibley, 2000","NatureServe, 2002; Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,27.17915904,21.81100516
113,200290653,Glaucidium brodiei,1,1,1,"Konig & Weik, 2008; Rasmussen & Anderton, 2012; eBird 2021","Alex Berryman, Rob Martin, Philip Martin (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,452.6129321,209.6848585
114,22692167,Grus japonensis,1,1,1,Momose & Momose 2019,Rob Martin (BirdLife International),2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,12.11633887,1.215411145
115,22722057,Icteria virens,1,1,2,"Poole and Gill, 1992-2002; Behrstock & Eubanks 1997; Birds of North America Online, 2001; Dunn & Alderfer, 2011; del Hoyo et al, 2011","NatureServe, 2002; Anna Motis (HBW), Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,486.4741241,642.40312
116,22722057,Icteria virens,1,1,4,"Sibley, 2000; Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,275.2730995,164.2703697
117,22722057,Icteria virens,1,1,3,"Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,177.5102759,80.24120932
118,22708385,Ixoreus naevius,1,1,2,"Peterson, 1990",BirdLife International,2021,0, ,,,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,476.7184397,467.2168567
119,22708385,Ixoreus naevius,1,1,1,"Peterson, 1990",BirdLife International,2021,0, ,,,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,422.8155796,63.95503704
120,22708385,Ixoreus naevius,1,1,3,"Peterson, 1990; Howell and Webb, 1995",BirdLife International,2021,0, ,,,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,57.12200962,26.71000909
121,22708385,Ixoreus naevius,1,1,4,"eBird, 2020",Claudia Hermes (BirdLife International),2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,60.05268728,46.26226403
122,22721624,Leiothlypis celata,1,1,4,"Sibley, 2000","NatureServe, 2000, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,374.368266,589.5465011
123,22721624,Leiothlypis celata,1,1,2,"Poole and Gill, 1992","NatureServe, 2000, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,1197.026703,1048.267609
124,22721624,Leiothlypis celata,1,1,1,"Poole and Gill, 1992","NatureServe, 2000, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,97.18716575,15.96365501
125,22721624,Leiothlypis celata,1,1,3,"Raffaele et al., 1998","NatureServe, 2000, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,451.7336375,257.4766736
126,22721621,Leiothlypis peregrina,1,1,4,"Sibley, 2000","BirdLife International, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,708.6721172,629.1062293
127,22721621,Leiothlypis peregrina,1,1,3,"Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","BirdLife International, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,213.5034581,111.6683477
128,22721621,Leiothlypis peregrina,1,1,2,Ralph C. J.,"BirdLife International, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,936.7618863,663.0405302
129,22721627,Leiothlypis ruficapilla,1,1,3,"Raffaele et al., 1998","WILDSPACETM 2002; NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,176.8532384,80.73923284
130,22721627,Leiothlypis ruficapilla,1,1,2,"Poole and Gill, 1992","WILDSPACETM 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,650.7189119,333.6674559
131,22721627,Leiothlypis ruficapilla,1,1,4,"Sibley, 2000","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,359.1256071,679.2200776
132,22701040,Lepidothrix vilasboasi,1,1,1,Olmos and Pacheco 2003; A. Lees in litt. 2011; Kirwan and Green 2011,Mia Derhe (BirdLife International); Hannah Wheatley (BirdLife International),2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,11.38438858,6.55334974
133,22721070,Melospiza georgiana,1,1,2,"Peterson, 1980; Peterson, 1990","NatureServe, 2002",2021,0, ,,,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,1087.076705,713.6700026
134,22721070,Melospiza georgiana,1,1,1,"Peterson, 1980; Peterson, 1990","NatureServe, 2002",2021,0, ,,,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,203.0723927,75.59131424
135,22721070,Melospiza georgiana,1,1,3,"Peterson, 1980; Peterson, 1990; Birds of North America Online, 1997; del Hoyo et al, 2011; Dunn & Alderfer, 2011","NatureServe, 2002; Anna Motis (HBW)",2021,0, ,,,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,392.5640031,335.0812515
136,22721070,Melospiza georgiana,1,1,4,"Sibley, 2000; eBird, 2020","NatureServe, 2002; Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,105.6584603,160.2938587
137,22721064,Melospiza lincolnii,1,1,2,"Poole and Gill, 1992","WILDSPACETM 2002, Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,1754.017546,1049.643223
138,22721064,Melospiza lincolnii,1,1,3,"Poole and Gill, 1992","WILDSPACETM 2002, Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,349.4822482,328.628417
139,22721064,Melospiza lincolnii,1,1,1,"Poole and Gill, 1992","WILDSPACETM 2002, Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,4.098178345,0.89882033
140,22721064,Melospiza lincolnii,1,1,4,"Howell and Webb, 1995","WILDSPACETM 2002, Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,555.9112966,547.6392916
141,22721058,Melospiza melodia,1,1,2,"Peterson, 1980; Peterson, 1990; Scott, 1983",WILDSPACETM 2002,2021,0, ,,,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,860.3878074,698.4734887
142,22721058,Melospiza melodia,1,1,3,"Peterson, 1980; Peterson, 1990; Scott, 1983",WILDSPACETM 2002,2021,0, ,,,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,232.4285643,260.5219575
143,22721058,Melospiza melodia,1,1,1,"Peterson, 1980; Peterson, 1990; Scott, 1983",WILDSPACETM 2002,2021,0, ,,,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,1277.250802,558.6364334
144,22721058,Melospiza melodia,1,1,4,"eBird, 2020",Claudia Hermes (BirdLife International),2021,0, ,,,0,2022.1,2020,BirdLife International and Handbook of the Birds of the World,95.2414718,40.21306287
145,22721758,Mniotilta varia,1,1,2,"Poole and Gill, 1992","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,979.5959517,656.5866838
146,22721758,Mniotilta varia,1,1,4,"Sibley, 2000; Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,248.3802472,359.1983861
147,22721758,Mniotilta varia,1,1,3,"Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,643.3496651,277.7174786
148,22700427,Myiarchus cinerascens,1,1,4,"Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,40.19259076,16.35062361
149,22700427,Myiarchus cinerascens,1,1,2,"Sibley, 2000; Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,147.5263666,312.2785882
150,22700427,Myiarchus cinerascens,1,1,1,"Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,67.62872647,31.01728835
151,22700427,Myiarchus cinerascens,1,1,3,"Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,106.9062683,51.06852025
152,155019854,Otus scops,1,1,4,"Fry, 1988","BirdLife International, Lucy Haskell (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,246.7058565,789.1385741
153,155019854,Otus scops,1,1,1,"Ding, 2001; Porter, 1996; Fry, 1988; Rasmussen, 2004; Cramp, 1997","Rob Martin (BirdLife International); Donal Smith (BirdLife International), Lucy Haskell (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,180.019913,24.74181781
154,155019854,Otus scops,1,1,2,"Flint, 1984; Cramp, 1997; Porter, 1996; Rasmussen & Anderton, 2012; Mikkola, 2012; Aye et al. 2012; Kirwan et al. 2008","Rob Martin (BirdLife International); Hannah Wheatley (BirdLife International), Lucy Haskell (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,1007.061283,1010.208741
155,155019854,Otus scops,1,1,3,"del Hoyo et al, 1999","Rob Martin (BirdLife International), Lucy Haskell (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,192.3212368,702.8448799
156,22721803,Parkesia motacilla,1,1,2,WILDSPACETM 2002,"WILDSPACETM 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,217.9127783,247.1991782
157,22721803,Parkesia motacilla,1,1,3,"NatureServe, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,433.8825094,145.5887862
158,22721803,Parkesia motacilla,1,1,4,"NatureServe, 2002","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,259.6111582,61.2578027
159,22721793,Parkesia noveboracensis,1,1,2,"Poole and Gill, 1992","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,1387.741076,1090.921089
160,22721793,Parkesia noveboracensis,1,1,4,"Sibley, 2000; Howell and Webb, 1995","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,458.3918609,686.404918
161,22721793,Parkesia noveboracensis,1,1,3,"Raffaele et al., 1998","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, , , ,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,632.1810715,283.870926
162,22721159,Passerella arborea,1,1,2,"Fillman, 1998; Poole and Gill, 1992; del Hoyo et al, 2011; Dunn & Alderfer, 2011","NatureServe, 2002; Anna Motis (HBW), Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,840.3723516,847.8864421
163,22721159,Passerella arborea,1,1,3,"Fillman, 1998; Poole and Gill, 1992","NatureServe, 2002, Claudia Hermes (BirdLife International)",2021,0, ,,,0,2022.1,2021,BirdLife International and Handbook of the Birds of the World,527.6297259,693.4398981
